year,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
2239,343.51,400.53,640.23,1515.50,395.75,789.17,402.52,2208.29
2240,343.49,400.45,639.97,1515.66,395.71,788.98,402.46,2208.65
2241,343.47,400.38,639.71,1515.76,395.66,788.77,402.39,2208.91
2242,343.46,400.31,639.44,1515.79,395.62,788.54,402.33,2209.07
2243,343.44,400.23,639.16,1515.76,395.57,788.30,402.26,2209.11
2244,343.42,400.16,638.87,1515.66,395.53,788.04,402.20,2209.03
2245,343.40,400.08,638.57,1515.49,395.48,787.77,402.13,2208.84
2246,343.39,400.01,638.27,1515.25,395.43,787.48,402.06,2208.57
2247,343.37,399.94,637.95,1514.95,395.39,787.17,402.00,2208.19
2248,343.35,399.86,637.63,1514.58,395.34,786.85,401.93,2207.69
2249,343.33,399.79,637.30,1514.15,395.29,786.51,401.86,2207.07
2250,343.31,399.71,636.96,1513.65,395.24,786.15,401.80,2206.35
2251,343.29,399.64,636.61,1513.08,395.19,785.78,401.73,2205.52
2252,343.27,399.57,636.26,1512.48,395.14,785.40,401.66,2204.64
2253,343.25,399.49,635.91,1511.89,395.08,785.03,401.60,2203.75
2254,343.23,399.42,635.56,1511.29,395.03,784.66,401.53,2202.86
2255,343.21,399.34,635.22,1510.69,394.98,784.29,401.46,2201.97
2256,343.19,399.27,634.87,1510.10,394.92,783.92,401.40,2201.10
2257,343.17,399.19,634.53,1509.50,394.87,783.55,401.33,2200.22
2258,343.15,399.12,634.19,1508.89,394.81,783.19,401.26,2199.34
2259,343.12,399.04,633.85,1508.29,394.75,782.82,401.19,2198.44
2260,343.10,398.97,633.52,1507.68,394.69,782.46,401.13,2197.54
2261,343.08,398.89,633.18,1507.08,394.64,782.10,401.06,2196.63
2262,343.05,398.81,632.85,1506.47,394.58,781.74,400.99,2195.73
2263,343.03,398.74,632.52,1505.86,394.52,781.38,400.92,2194.83
2264,343.00,398.66,632.19,1505.24,394.46,781.02,400.86,2193.95
2265,342.98,398.58,631.86,1504.63,394.40,780.66,400.79,2193.06
2266,342.95,398.51,631.53,1504.01,394.33,780.30,400.72,2192.16
2267,342.92,398.43,631.20,1503.39,394.27,779.95,400.65,2191.25
2268,342.90,398.35,630.88,1502.77,394.21,779.59,400.58,2190.34
2269,342.87,398.27,630.56,1502.15,394.15,779.24,400.52,2189.43
2270,342.84,398.20,630.23,1501.53,394.09,778.88,400.45,2188.53
2271,342.82,398.12,629.91,1500.90,394.03,778.53,400.38,2187.62
2272,342.79,398.05,629.60,1500.28,393.97,778.18,400.31,2186.72
2273,342.76,397.97,629.28,1499.66,393.91,777.83,400.24,2185.82
2274,342.74,397.89,628.97,1499.03,393.85,777.48,400.18,2184.90
2275,342.71,397.82,628.65,1498.40,393.79,777.13,400.11,2183.99
2276,342.68,397.74,628.34,1497.78,393.73,776.78,400.04,2183.09
2277,342.65,397.66,628.03,1497.15,393.67,776.44,399.98,2182.19
2278,342.63,397.59,627.72,1496.52,393.61,776.09,399.91,2181.29
2279,342.60,397.51,627.42,1495.89,393.55,775.75,399.84,2180.40
2280,342.57,397.44,627.11,1495.27,393.49,775.41,399.77,2179.50
2281,342.54,397.36,626.81,1494.64,393.43,775.06,399.71,2178.60
2282,342.52,397.29,626.51,1494.01,393.38,774.72,399.64,2177.70
2283,342.49,397.21,626.21,1493.38,393.32,774.38,399.57,2176.80
2284,342.46,397.14,625.91,1492.75,393.26,774.04,399.51,2175.91
2285,342.43,397.06,625.61,1492.12,393.20,773.70,399.44,2175.01
2286,342.40,396.99,625.31,1491.50,393.14,773.36,399.37,2174.12
2287,342.38,396.91,625.02,1490.87,393.08,773.03,399.31,2173.23
2288,342.35,396.84,624.73,1490.24,393.03,772.69,399.24,2172.34
2289,342.32,396.76,624.44,1489.62,392.97,772.36,399.17,2171.46
2290,342.29,396.69,624.15,1488.99,392.91,772.02,399.11,2170.57
2291,342.26,396.62,623.86,1488.36,392.86,771.69,399.04,2169.68
2292,342.24,396.54,623.57,1487.74,392.80,771.36,398.98,2168.79
2293,342.21,396.47,623.28,1487.11,392.74,771.03,398.91,2167.91
2294,342.18,396.40,623.00,1486.49,392.68,770.69,398.85,2167.03
2295,342.15,396.32,622.72,1485.86,392.63,770.36,398.78,2166.14
2296,342.12,396.25,622.43,1485.24,392.57,770.04,398.72,2165.27
2297,342.10,396.18,622.15,1484.61,392.52,769.71,398.65,2164.40
2298,342.07,396.11,621.87,1483.99,392.46,769.38,398.59,2163.52
2299,342.04,396.03,621.59,1483.37,392.41,769.05,398.52,2162.63
2300,342.01,395.96,621.32,1482.75,392.35,768.73,398.46,2161.74
2301,341.98,395.89,621.04,1482.12,392.30,768.40,398.39,2160.87
2302,341.95,395.82,620.77,1481.50,392.24,768.08,398.33,2160.00
2303,341.93,395.75,620.49,1480.88,392.19,767.76,398.27,2159.14
2304,341.90,395.68,620.22,1480.26,392.13,767.43,398.20,2158.27
2305,341.87,395.60,619.95,1479.64,392.08,767.11,398.14,2157.40
2306,341.84,395.53,619.68,1479.02,392.03,766.79,398.07,2156.53
2307,341.82,395.46,619.41,1478.40,391.97,766.47,398.01,2155.66
2308,341.79,395.39,619.14,1477.79,391.92,766.15,397.95,2154.79
2309,341.76,395.32,618.88,1477.17,391.87,765.83,397.88,2153.92
2310,341.73,395.25,618.61,1476.55,391.81,765.51,397.82,2153.06
2311,341.70,395.18,618.34,1475.94,391.76,765.19,397.76,2152.22
2312,341.67,395.11,618.08,1475.32,391.71,764.88,397.69,2151.37
2313,341.65,395.04,617.82,1474.71,391.65,764.56,397.63,2150.52
2314,341.62,394.97,617.56,1474.09,391.60,764.24,397.57,2149.66
2315,341.59,394.90,617.29,1473.48,391.55,763.93,397.50,2148.81
2316,341.56,394.83,617.03,1472.87,391.50,763.61,397.44,2147.95
2317,341.54,394.76,616.78,1472.25,391.45,763.30,397.38,2147.09
2318,341.51,394.70,616.52,1471.64,391.39,762.99,397.32,2146.24
2319,341.48,394.63,616.26,1471.03,391.34,762.68,397.25,2145.39
2320,341.45,394.56,616.00,1470.42,391.29,762.36,397.19,2144.54
2321,341.42,394.49,615.75,1469.81,391.24,762.05,397.13,2143.70
2322,341.39,394.42,615.49,1469.20,391.19,761.74,397.07,2142.86
2323,341.37,394.35,615.24,1468.59,391.14,761.43,397.00,2142.02
2324,341.34,394.28,614.99,1467.98,391.09,761.12,396.94,2141.17
2325,341.31,394.22,614.74,1467.38,391.04,760.82,396.88,2140.31
2326,341.28,394.15,614.48,1466.77,390.99,760.51,396.82,2139.46
2327,341.25,394.08,614.23,1466.16,390.94,760.20,396.76,2138.62
2328,341.23,394.01,613.99,1465.56,390.89,759.89,396.69,2137.80
2329,341.20,393.95,613.74,1464.95,390.83,759.59,396.63,2136.96
2330,341.17,393.88,613.49,1464.35,390.79,759.28,396.57,2136.14
2331,341.14,393.81,613.24,1463.74,390.73,758.97,396.51,2135.32
2332,341.11,393.74,613.00,1463.14,390.68,758.67,396.45,2134.47
2333,341.08,393.68,612.75,1462.54,390.64,758.37,396.39,2133.62
2334,341.06,393.61,612.51,1461.93,390.59,758.06,396.33,2132.80
2335,341.03,393.54,612.26,1461.33,390.54,757.76,396.26,2131.99
2336,341.00,393.48,612.02,1460.73,390.49,757.46,396.20,2131.14
2337,340.97,393.41,611.78,1460.13,390.44,757.16,396.14,2130.29
2338,340.94,393.34,611.54,1459.53,390.39,756.85,396.08,2129.47
2339,340.91,393.28,611.30,1458.93,390.34,756.55,396.02,2128.65
2340,340.89,393.21,611.06,1458.34,390.29,756.25,395.96,2127.83
2341,340.86,393.14,610.82,1457.74,390.24,755.95,395.90,2127.00
2342,340.83,393.08,610.58,1457.14,390.19,755.65,395.84,2126.18
2343,340.80,393.01,610.34,1456.54,390.14,755.36,395.77,2125.38
2344,340.77,392.95,610.10,1455.95,390.10,755.06,395.71,2124.57
2345,340.74,392.88,609.87,1455.35,390.05,754.76,395.65,2123.75
2346,340.71,392.82,609.63,1454.76,390.00,754.46,395.59,2122.92
2347,340.68,392.75,609.40,1454.16,389.95,754.17,395.53,2122.10
2348,340.66,392.68,609.16,1453.57,389.90,753.87,395.47,2121.29
2349,340.63,392.62,608.93,1452.98,389.86,753.57,395.41,2120.48
2350,340.60,392.55,608.69,1452.39,389.81,753.28,395.35,2119.67
2351,340.57,392.49,608.46,1451.79,389.76,752.98,395.29,2118.86
2352,340.54,392.42,608.23,1451.20,389.71,752.69,395.22,2118.05
2353,340.51,392.36,608.00,1450.61,389.66,752.40,395.16,2117.24
2354,340.48,392.29,607.77,1450.02,389.62,752.10,395.10,2116.43
2355,340.45,392.23,607.54,1449.43,389.57,751.81,395.04,2115.63
2356,340.42,392.16,607.31,1448.85,389.52,751.52,394.98,2114.82
2357,340.39,392.10,607.08,1448.26,389.48,751.23,394.92,2114.02
2358,340.36,392.04,606.85,1447.67,389.43,750.94,394.86,2113.21
2359,340.34,391.97,606.63,1447.09,389.38,750.65,394.80,2112.41
2360,340.31,391.91,606.40,1446.50,389.33,750.35,394.73,2111.60
2361,340.28,391.84,606.17,1445.91,389.29,750.07,394.67,2110.81
2362,340.25,391.78,605.95,1445.33,389.24,749.78,394.61,2110.01
2363,340.22,391.71,605.72,1444.75,389.19,749.49,394.55,2109.22
2364,340.19,391.65,605.50,1444.16,389.15,749.20,394.49,2108.42
2365,340.17,391.58,605.27,1443.58,389.10,748.91,394.43,2107.62
2366,340.14,391.52,605.05,1443.00,389.05,748.62,394.37,2106.83
2367,340.11,391.46,604.83,1442.42,389.01,748.34,394.32,2106.03
2368,340.08,391.39,604.60,1441.84,388.96,748.05,394.26,2105.24
2369,340.05,391.33,604.38,1441.26,388.91,747.77,394.20,2104.45
2370,340.02,391.27,604.16,1440.68,388.87,747.48,394.14,2103.66
2371,340.00,391.20,603.94,1440.10,388.82,747.19,394.08,2102.88
2372,339.97,391.14,603.72,1439.52,388.78,746.91,394.02,2102.09
2373,339.94,391.08,603.50,1438.94,388.73,746.63,393.96,2101.30
2374,339.91,391.02,603.28,1438.37,388.68,746.34,393.90,2100.53
2375,339.89,390.95,603.06,1437.79,388.64,746.06,393.85,2099.74
2376,339.86,390.89,602.85,1437.21,388.59,745.78,393.79,2098.95
2377,339.83,390.83,602.63,1436.64,388.55,745.49,393.73,2098.17
2378,339.80,390.77,602.41,1436.06,388.50,745.21,393.67,2097.39
2379,339.78,390.71,602.20,1435.49,388.45,744.93,393.61,2096.61
2380,339.75,390.64,601.98,1434.92,388.41,744.65,393.56,2095.83
2381,339.72,390.58,601.76,1434.35,388.36,744.37,393.50,2095.04
2382,339.70,390.52,601.55,1433.77,388.32,744.09,393.44,2094.26
2383,339.67,390.46,601.33,1433.20,388.27,743.81,393.39,2093.49
2384,339.64,390.40,601.12,1432.63,388.23,743.53,393.33,2092.73
2385,339.61,390.34,600.91,1432.06,388.18,743.25,393.27,2091.95
2386,339.59,390.28,600.69,1431.49,388.14,742.97,393.21,2091.17
2387,339.56,390.22,600.48,1430.92,388.09,742.70,393.16,2090.39
2388,339.54,390.16,600.27,1430.36,388.05,742.42,393.10,2089.62
2389,339.51,390.10,600.06,1429.79,388.00,742.14,393.05,2088.87
2390,339.48,390.04,599.85,1429.22,387.96,741.86,392.99,2088.09
2391,339.45,389.98,599.64,1428.66,387.91,741.59,392.93,2087.30
2392,339.43,389.92,599.43,1428.09,387.87,741.31,392.88,2086.55
2393,339.40,389.86,599.22,1427.53,387.82,741.04,392.82,2085.80
2394,339.38,389.80,599.01,1426.96,387.78,740.76,392.77,2085.03
2395,339.35,389.74,598.80,1426.40,387.73,740.49,392.71,2084.25
2396,339.32,389.68,598.59,1425.84,387.69,740.21,392.65,2083.48
2397,339.30,389.63,598.38,1425.28,387.65,739.94,392.60,2082.73
2398,339.27,389.57,598.17,1424.71,387.60,739.67,392.54,2081.97
2399,339.24,389.51,597.97,1424.15,387.56,739.39,392.49,2081.23
2400,339.22,389.45,597.76,1423.59,387.51,739.12,392.43,2080.48
2401,339.19,389.39,597.55,1423.03,387.47,738.85,392.38,2079.70
2402,339.17,389.33,597.35,1422.48,387.42,738.58,392.32,2078.95
2403,339.14,389.28,597.14,1421.92,387.38,738.31,392.27,2078.22
2404,339.12,389.22,596.94,1421.36,387.34,738.04,392.21,2077.46
2405,339.09,389.16,596.73,1420.80,387.29,737.77,392.16,2076.69
2406,339.06,389.10,596.53,1420.25,387.25,737.50,392.11,2075.94
2407,339.04,389.05,596.32,1419.69,387.20,737.23,392.05,2075.19
2408,339.01,388.99,596.12,1419.14,387.16,736.96,392.00,2074.44
2409,338.99,388.93,595.92,1418.58,387.12,736.69,391.94,2073.69
2410,338.96,388.88,595.72,1418.03,387.07,736.42,391.89,2072.95
2411,338.94,388.82,595.51,1417.48,387.03,736.15,391.84,2072.20
2412,338.91,388.76,595.31,1416.92,386.99,735.89,391.78,2071.44
2413,338.89,388.70,595.11,1416.37,386.94,735.62,391.73,2070.71
2414,338.86,388.65,594.91,1415.82,386.90,735.35,391.68,2069.97
2415,338.83,388.59,594.71,1415.27,386.86,735.09,391.62,2069.22
2416,338.81,388.54,594.51,1414.72,386.81,734.82,391.57,2068.48
2417,338.79,388.48,594.30,1414.17,386.77,734.56,391.52,2067.74
2418,338.76,388.42,594.10,1413.63,386.73,734.29,391.46,2067.00
2419,338.73,388.37,593.91,1413.08,386.68,734.03,391.41,2066.26
2420,338.71,388.31,593.71,1412.53,386.64,733.76,391.36,2065.53
2421,338.68,388.26,593.51,1411.98,386.60,733.50,391.30,2064.79
2422,338.66,388.20,593.31,1411.44,386.55,733.24,391.25,2064.05
2423,338.64,388.15,593.11,1410.89,386.51,732.97,391.20,2063.32
2424,338.61,388.09,592.91,1410.35,386.47,732.71,391.15,2062.59
2425,338.59,388.04,592.71,1409.81,386.42,732.45,391.10,2061.86
2426,338.56,387.98,592.52,1409.26,386.38,732.19,391.04,2061.13
2427,338.54,387.93,592.32,1408.72,386.34,731.93,390.99,2060.40
2428,338.51,387.87,592.12,1408.18,386.30,731.66,390.94,2059.66
2429,338.49,387.82,591.93,1407.64,386.25,731.41,390.89,2058.93
2430,338.46,387.76,591.73,1407.10,386.21,731.15,390.83,2058.21
2431,338.44,387.71,591.54,1406.56,386.17,730.89,390.78,2057.49
2432,338.41,387.66,591.34,1406.02,386.13,730.63,390.73,2056.77
2433,338.39,387.60,591.15,1405.48,386.08,730.37,390.68,2056.05
2434,338.37,387.55,590.96,1404.94,386.04,730.11,390.63,2055.32
2435,338.34,387.49,590.76,1404.41,386.00,729.85,390.58,2054.60
2436,338.32,387.44,590.57,1403.87,385.96,729.59,390.53,2053.87
2437,338.29,387.39,590.38,1403.33,385.92,729.34,390.48,2053.14
2438,338.27,387.33,590.19,1402.80,385.87,729.08,390.42,2052.42
2439,338.24,387.28,589.99,1402.26,385.83,728.82,390.37,2051.70
2440,338.22,387.23,589.80,1401.73,385.79,728.57,390.32,2050.98
2441,338.20,387.17,589.61,1401.20,385.75,728.31,390.27,2050.26
2442,338.17,387.12,589.42,1400.66,385.70,728.05,390.22,2049.55
2443,338.15,387.07,589.23,1400.13,385.66,727.80,390.17,2048.83
2444,338.13,387.02,589.05,1399.60,385.62,727.54,390.12,2048.12
2445,338.10,386.96,588.86,1399.07,385.58,727.29,390.07,2047.41
2446,338.08,386.91,588.67,1398.54,385.54,727.04,390.02,2046.70
2447,338.05,386.86,588.48,1398.01,385.49,726.78,389.97,2045.98
2448,338.03,386.81,588.29,1397.48,385.45,726.53,389.92,2045.28
2449,338.01,386.75,588.11,1396.95,385.41,726.28,389.87,2044.58
2450,337.98,386.70,587.92,1396.43,385.37,726.03,389.82,2043.88
2451,337.96,386.65,587.73,1395.90,385.33,725.77,389.77,2043.17
2452,337.93,386.60,587.55,1395.37,385.29,725.52,389.72,2042.46
2453,337.91,386.55,587.36,1394.85,385.24,725.27,389.67,2041.75
2454,337.89,386.49,587.18,1394.32,385.20,725.02,389.62,2041.05
2455,337.86,386.44,586.99,1393.80,385.16,724.77,389.57,2040.36
2456,337.84,386.39,586.81,1393.28,385.12,724.52,389.52,2039.65
2457,337.82,386.34,586.63,1392.75,385.08,724.27,389.47,2038.94
2458,337.80,386.29,586.45,1392.23,385.04,724.02,389.42,2038.24
2459,337.77,386.24,586.26,1391.71,385.00,723.77,389.38,2037.55
2460,337.75,386.19,586.08,1391.19,384.95,723.52,389.33,2036.86
2461,337.73,386.14,585.90,1390.67,384.91,723.28,389.28,2036.15
2462,337.70,386.09,585.72,1390.15,384.87,723.03,389.23,2035.45
2463,337.68,386.04,585.53,1389.63,384.83,722.78,389.18,2034.75
2464,337.66,385.98,585.35,1389.11,384.79,722.53,389.13,2034.06
2465,337.63,385.93,585.17,1388.60,384.75,722.29,389.08,2033.37
2466,337.61,385.88,584.99,1388.08,384.71,722.04,389.03,2032.69
2467,337.59,385.83,584.81,1387.56,384.67,721.79,388.98,2032.00
2468,337.56,385.78,584.64,1387.05,384.63,721.55,388.94,2031.30
2469,337.54,385.73,584.46,1386.53,384.58,721.30,388.89,2030.60
2470,337.52,385.68,584.28,1386.02,384.54,721.06,388.84,2029.92
2471,337.50,385.63,584.10,1385.50,384.50,720.81,388.79,2029.24
2472,337.47,385.58,583.92,1384.99,384.46,720.57,388.74,2028.55
2473,337.45,385.53,583.74,1384.48,384.42,720.33,388.70,2027.85
2474,337.43,385.48,583.57,1383.97,384.38,720.08,388.65,2027.16
2475,337.40,385.43,583.39,1383.45,384.34,719.84,388.60,2026.47
2476,337.38,385.39,583.22,1382.94,384.30,719.60,388.55,2025.79
2477,337.36,385.34,583.04,1382.43,384.26,719.35,388.51,2025.11
2478,337.34,385.29,582.86,1381.93,384.22,719.11,388.46,2024.43
2479,337.32,385.24,582.69,1381.42,384.18,718.87,388.41,2023.74
2480,337.29,385.19,582.51,1380.91,384.14,718.63,388.36,2023.07
2481,337.27,385.14,582.34,1380.40,384.10,718.39,388.32,2022.42
2482,337.25,385.09,582.17,1379.89,384.06,718.15,388.27,2021.72
2483,337.23,385.04,581.99,1379.39,384.02,717.91,388.22,2021.04
2484,337.20,384.99,581.82,1378.88,383.98,717.67,388.17,2020.40
2485,337.18,384.95,581.65,1378.38,383.94,717.43,388.13,2019.70
2486,337.16,384.90,581.47,1377.87,383.90,717.19,388.08,2019.02
2487,337.14,384.85,581.30,1377.37,383.86,716.95,388.03,2018.37
2488,337.11,384.80,581.13,1376.87,383.82,716.71,387.99,2017.67
2489,337.09,384.75,580.96,1376.36,383.78,716.47,387.94,2016.99
2490,337.07,384.70,580.79,1375.86,383.74,716.23,387.89,2016.35
2491,337.05,384.66,580.62,1375.36,383.70,716.00,387.85,2015.68
2492,337.03,384.61,580.45,1374.86,383.66,715.76,387.80,2015.00
2493,337.01,384.56,580.28,1374.36,383.62,715.52,387.75,2014.33
2494,336.98,384.51,580.11,1373.86,383.58,715.29,387.71,2013.67
2495,336.96,384.47,579.94,1373.36,383.54,715.05,387.66,2013.01
2496,336.94,384.42,579.77,1372.87,383.50,714.81,387.61,2012.34
2497,336.92,384.37,579.60,1372.37,383.46,714.58,387.57,2011.67
2498,336.90,384.33,579.43,1371.87,383.42,714.34,387.52,2011.01
2499,336.87,384.28,579.26,1371.38,383.38,714.11,387.48,2010.36
2500,336.86,384.25,579.18,1371.13,383.36,713.99,387.45,2010.02
